Timestamp, pH Value
2024-11-17 18:35:28, pH:-1.00
2024-11-17 18:35:28, pH:-1.00
2024-11-17 18:35:29, pH:8.02
2024-11-17 18:35:30, pH:8.26
2024-11-17 18:35:31, pH:8.48
2024-11-17 18:35:32, pH:2.31
2024-11-17 18:35:33, pH:6.23
2024-11-17 18:35:34, pH:4.92
2024-11-17 18:35:35, pH:4.90
2024-11-17 18:35:36, pH:4.74
2024-11-17 18:35:37, pH:4.43
2024-11-17 18:35:37, pH:4.19
2024-11-17 18:35:38, pH:4.28
2024-11-17 18:35:39, pH:4.21
2024-11-17 18:35:40, pH:4.27
2024-11-17 18:35:41, pH:8.90
2024-11-17 18:35:42, pH:8.95
2024-11-17 18:35:43, pH:8.99
2024-11-17 18:35:44, pH:9.03
2024-11-17 18:35:45, pH:9.05
2024-11-17 18:35:46, pH:9.08
2024-11-17 18:35:46, pH:9.10
2024-11-17 18:35:47, pH:9.11
2024-11-17 18:35:48, pH:9.14
2024-11-17 18:35:49, pH:9.15
2024-11-17 18:35:50, pH:9.16
2024-11-17 18:35:51, pH:9.16
2024-11-17 18:35:52, pH:9.18
2024-11-17 18:35:53, pH:9.18
2024-11-17 18:35:54, pH:9.20
2024-11-17 18:35:55, pH:9.20
2024-11-17 18:35:55, pH:9.21
2024-11-17 18:35:56, pH:9.22
2024-11-17 18:35:57, pH:9.22
2024-11-17 18:35:58, pH:9.23
2024-11-17 18:35:59, pH:9.23
2024-11-17 18:36:00, pH:9.24
2024-11-17 18:36:01, pH:9.24
2024-11-17 18:36:02, pH:9.25
2024-11-17 18:36:03, pH:9.25
2024-11-17 18:36:04, pH:9.26
2024-11-17 18:36:05, pH:9.25
2024-11-17 18:36:05, pH:9.26
2024-11-17 18:36:06, pH:9.26
2024-11-17 18:36:07, pH:9.27
2024-11-17 18:36:08, pH:9.27
2024-11-17 18:36:09, pH:9.26
2024-11-17 18:36:10, pH:9.26
2024-11-17 18:36:11, pH:9.26
2024-11-17 18:36:12, pH:9.29
2024-11-17 18:36:13, pH:9.26
2024-11-17 18:36:14, pH:9.27
2024-11-17 18:36:14, pH:9.27
2024-11-17 18:36:15, pH:9.27
2024-11-17 18:36:16, pH:9.27
2024-11-17 18:36:17, pH:9.26
2024-11-17 18:36:18, pH:9.29
2024-11-17 18:36:19, pH:9.08
2024-11-17 18:36:20, pH:8.63
2024-11-17 18:36:21, pH:8.42
2024-11-17 18:36:22, pH:8.29
2024-11-17 18:36:23, pH:8.19
2024-11-17 18:36:23, pH:8.13
2024-11-17 18:36:24, pH:8.06
2024-11-17 18:36:25, pH:8.01
2024-11-17 18:36:26, pH:7.97
2024-11-17 18:36:27, pH:7.94
2024-11-17 18:36:28, pH:7.92
2024-11-17 18:36:29, pH:7.90
2024-11-17 18:36:30, pH:7.89
2024-11-17 18:36:31, pH:7.86
2024-11-17 18:36:32, pH:7.85
2024-11-17 18:36:32, pH:7.83
2024-11-17 18:36:33, pH:7.83
2024-11-17 18:36:34, pH:7.80
2024-11-17 18:36:35, pH:7.80
2024-11-17 18:36:36, pH:7.78
2024-11-17 18:36:37, pH:7.79
2024-11-17 18:36:38, pH:7.78
2024-11-17 18:36:39, pH:7.77
2024-11-17 18:36:40, pH:7.76
2024-11-17 18:36:41, pH:7.76
2024-11-17 18:36:41, pH:7.76
2024-11-17 18:36:42, pH:7.74
2024-11-17 18:36:43, pH:7.74
2024-11-17 18:36:44, pH:7.74
2024-11-17 18:36:45, pH:7.72
2024-11-17 18:36:46, pH:7.73
2024-11-17 18:36:47, pH:7.70
2024-11-17 18:36:48, pH:7.73
2024-11-17 18:36:49, pH:7.73
2024-11-17 18:36:50, pH:7.73
2024-11-17 18:36:50, pH:7.70
2024-11-17 18:36:51, pH:7.70
2024-11-17 18:36:52, pH:7.69
2024-11-17 18:36:53, pH:7.68
2024-11-17 18:36:54, pH:7.68
2024-11-17 18:36:55, pH:7.69
2024-11-17 18:36:56, pH:7.68
2024-11-17 18:36:57, pH:7.68
2024-11-17 18:36:58, pH:7.67
2024-11-17 18:36:59, pH:7.66
2024-11-17 18:37:00, pH:7.67
2024-11-17 18:37:00, pH:7.66
2024-11-17 18:37:01, pH:7.67
2024-11-17 18:37:02, pH:7.66
2024-11-17 18:37:03, pH:7.66
2024-11-17 18:37:04, pH:7.65
2024-11-17 18:37:05, pH:7.66
2024-11-17 18:37:06, pH:7.66
2024-11-17 18:37:07, pH:7.65
2024-11-17 18:37:08, pH:7.66
2024-11-17 18:37:09, pH:7.66
2024-11-17 18:37:09, pH:7.67
2024-11-17 18:37:10, pH:7.66
2024-11-17 18:37:11, pH:7.66
2024-11-17 18:37:12, pH:7.65
2024-11-17 18:37:13, pH:7.66
2024-11-17 18:37:14, pH:7.65
2024-11-17 18:37:15, pH:7.66
2024-11-17 18:37:16, pH:7.65
2024-11-17 18:37:17, pH:7.66
2024-11-17 18:37:18, pH:7.65
2024-11-17 18:37:18, pH:7.65
2024-11-17 18:37:19, pH:7.65
2024-11-17 18:37:20, pH:7.65
2024-11-17 18:37:21, pH:7.66
2024-11-17 18:37:22, pH:7.65
2024-11-17 18:37:23, pH:7.65
2024-11-17 18:37:24, pH:7.66
2024-11-17 18:37:25, pH:7.65
2024-11-17 18:37:26, pH:7.65
2024-11-17 18:37:27, pH:7.65
2024-11-17 18:37:27, pH:7.65
2024-11-17 18:37:28, pH:7.65
2024-11-17 18:37:29, pH:7.65
2024-11-17 18:37:30, pH:7.66
2024-11-17 18:37:31, pH:7.65
2024-11-17 18:37:32, pH:7.65
2024-11-17 18:37:33, pH:7.66
2024-11-17 18:37:34, pH:7.66
2024-11-17 18:37:35, pH:7.65
2024-11-17 18:37:36, pH:7.66
2024-11-17 18:37:36, pH:7.65
2024-11-17 18:37:37, pH:7.65
2024-11-17 18:37:38, pH:7.66
2024-11-17 18:37:39, pH:7.66
2024-11-17 18:37:40, pH:7.65
2024-11-17 18:37:41, pH:7.65
2024-11-17 18:37:42, pH:7.65
2024-11-17 18:37:43, pH:7.65
2024-11-17 18:37:44, pH:7.64
2024-11-17 18:37:45, pH:7.66
2024-11-17 18:37:45, pH:7.66
2024-11-17 18:37:46, pH:7.65
2024-11-17 18:37:47, pH:7.66
2024-11-17 18:37:48, pH:7.66
2024-11-17 18:37:49, pH:7.65
2024-11-17 18:37:50, pH:7.65
2024-11-17 18:37:51, pH:7.65
2024-11-17 18:37:52, pH:7.65
2024-11-17 18:37:53, pH:7.66
2024-11-17 18:37:54, pH:7.66
2024-11-17 18:37:55, pH:7.65
2024-11-17 18:37:55, pH:7.66
2024-11-17 18:37:56, pH:7.65
2024-11-17 18:37:57, pH:7.65
2024-11-17 18:37:58, pH:7.65
2024-11-17 18:37:59, pH:7.65
2024-11-17 18:38:00, pH:7.66
2024-11-17 18:38:01, pH:7.65
2024-11-17 18:38:02, pH:7.65
2024-11-17 18:38:03, pH:7.66
2024-11-17 18:38:04, pH:7.66
2024-11-17 18:38:04, pH:7.66
2024-11-17 18:38:05, pH:7.65
2024-11-17 18:38:06, pH:7.65
2024-11-17 18:38:07, pH:7.66
2024-11-17 18:38:08, pH:7.66
2024-11-17 18:38:09, pH:7.66
2024-11-17 18:38:10, pH:7.66
2024-11-17 18:38:11, pH:7.66
2024-11-17 18:38:12, pH:7.66
2024-11-17 18:38:13, pH:7.68
2024-11-17 18:38:13, pH:7.67
2024-11-17 18:38:14, pH:7.65
2024-11-17 18:38:15, pH:7.64
2024-11-17 18:38:16, pH:7.63
2024-11-17 18:38:17, pH:9.30
2024-11-17 18:38:18, pH:9.31
2024-11-17 18:38:19, pH:9.31
2024-11-17 18:38:20, pH:9.31
2024-11-17 18:38:21, pH:9.31
2024-11-17 18:38:22, pH:9.32
2024-11-17 18:38:22, pH:9.32
2024-11-17 18:38:23, pH:9.31
2024-11-17 18:38:24, pH:9.32
2024-11-17 18:38:25, pH:9.32
2024-11-17 18:38:26, pH:9.30
2024-11-17 18:38:27, pH:8.92
2024-11-17 18:38:28, pH:8.60
2024-11-17 18:38:29, pH:8.45
2024-11-17 18:38:30, pH:8.37
2024-11-17 18:38:31, pH:8.09
2024-11-17 18:38:31, pH:8.07
2024-11-17 18:38:32, pH:8.04
2024-11-17 18:38:33, pH:8.01
2024-11-17 18:38:34, pH:7.96
2024-11-17 18:38:35, pH:7.95
2024-11-17 18:38:36, pH:7.92
2024-11-17 18:38:37, pH:7.90
2024-11-17 18:38:38, pH:7.88
2024-11-17 18:38:39, pH:7.87
2024-11-17 18:38:40, pH:7.85
2024-11-17 18:38:40, pH:7.83
2024-11-17 18:38:41, pH:7.82
2024-11-17 18:38:42, pH:7.81
2024-11-17 18:38:43, pH:7.80
2024-11-17 18:38:44, pH:7.80
2024-11-17 18:38:45, pH:7.78
2024-11-17 18:38:46, pH:7.78
2024-11-17 18:38:47, pH:7.76
2024-11-17 18:38:48, pH:7.76
2024-11-17 18:38:49, pH:7.75
2024-11-17 18:38:50, pH:7.76
2024-11-17 18:38:50, pH:7.74
2024-11-17 18:38:51, pH:7.74
2024-11-17 18:38:52, pH:7.73
2024-11-17 18:38:53, pH:7.74
2024-11-17 18:38:54, pH:7.74
2024-11-17 18:38:55, pH:7.73
2024-11-17 18:38:56, pH:7.72
2024-11-17 18:38:57, pH:7.72
2024-11-17 18:38:58, pH:7.72
2024-11-17 18:38:59, pH:7.72
2024-11-17 18:38:59, pH:7.70
2024-11-17 18:39:00, pH:7.71
2024-11-17 18:39:01, pH:7.70
2024-11-17 18:39:02, pH:7.72
2024-11-17 18:39:03, pH:7.71
2024-11-17 18:39:04, pH:7.71
2024-11-17 18:39:05, pH:7.71
2024-11-17 18:39:06, pH:7.71
2024-11-17 18:39:07, pH:7.71
2024-11-17 18:39:08, pH:7.70
2024-11-17 18:39:08, pH:7.71
2024-11-17 18:39:09, pH:7.71
2024-11-17 18:39:10, pH:7.70
2024-11-17 18:39:11, pH:7.70
2024-11-17 18:39:12, pH:7.71
2024-11-17 18:39:13, pH:7.70
2024-11-17 18:39:14, pH:7.70
2024-11-17 18:39:15, pH:7.71
2024-11-17 18:39:16, pH:7.71
2024-11-17 18:39:17, pH:7.70
2024-11-17 18:39:17, pH:7.70
2024-11-17 18:39:18, pH:7.71
2024-11-17 18:39:19, pH:7.70
2024-11-17 18:39:20, pH:7.70
2024-11-17 18:39:21, pH:7.70
2024-11-17 18:39:22, pH:7.70
2024-11-17 18:39:23, pH:7.70
2024-11-17 18:39:24, pH:7.70
2024-11-17 18:39:25, pH:7.71
2024-11-17 18:39:26, pH:7.71
2024-11-17 18:39:26, pH:7.70
2024-11-17 18:39:27, pH:7.70
2024-11-17 18:39:28, pH:7.70
2024-11-17 18:39:29, pH:7.70
2024-11-17 18:39:30, pH:7.70
2024-11-17 18:39:31, pH:7.70
2024-11-17 18:39:32, pH:7.70
2024-11-17 18:39:33, pH:7.71
2024-11-17 18:39:34, pH:7.70
2024-11-17 18:39:35, pH:7.69
2024-11-17 18:39:35, pH:7.69
2024-11-17 18:39:36, pH:7.70
2024-11-17 18:39:37, pH:7.71
2024-11-17 18:39:38, pH:7.70
2024-11-17 18:39:39, pH:7.70
2024-11-17 18:39:40, pH:7.70
2024-11-17 18:39:41, pH:7.69
2024-11-17 18:39:42, pH:7.70
2024-11-17 18:39:43, pH:7.70
2024-11-17 18:39:44, pH:7.70
2024-11-17 18:39:45, pH:7.70
2024-11-17 18:39:45, pH:7.70
2024-11-17 18:39:46, pH:7.70
2024-11-17 18:39:47, pH:7.70
2024-11-17 18:39:48, pH:7.70
2024-11-17 18:39:49, pH:7.69
2024-11-17 18:39:50, pH:7.69
2024-11-17 18:39:51, pH:7.70
2024-11-17 18:39:52, pH:7.70
2024-11-17 18:39:53, pH:7.70
2024-11-17 18:39:54, pH:7.70
2024-11-17 18:39:54, pH:7.70
2024-11-17 18:39:55, pH:7.69
2024-11-17 18:39:56, pH:7.69
2024-11-17 18:39:57, pH:7.69
2024-11-17 18:39:58, pH:7.69
2024-11-17 18:39:59, pH:7.70
2024-11-17 18:40:00, pH:7.70
2024-11-17 18:40:01, pH:7.69
2024-11-17 18:40:02, pH:7.69
2024-11-17 18:40:03, pH:7.70
2024-11-17 18:40:03, pH:7.71
2024-11-17 18:40:04, pH:7.70
2024-11-17 18:40:05, pH:7.69
2024-11-17 18:40:06, pH:7.70
2024-11-17 18:40:07, pH:7.70
2024-11-17 18:40:08, pH:7.70
2024-11-17 18:40:09, pH:7.69
2024-11-17 18:40:10, pH:7.70
2024-11-17 18:40:11, pH:7.69
2024-11-17 18:40:12, pH:7.70
2024-11-17 18:40:12, pH:7.69
2024-11-17 18:40:13, pH:7.70
2024-11-17 18:40:14, pH:7.69
2024-11-17 18:40:15, pH:7.69
2024-11-17 18:40:16, pH:7.69
2024-11-17 18:40:17, pH:7.69
2024-11-17 18:40:18, pH:7.70
2024-11-17 18:40:19, pH:7.70
2024-11-17 18:40:20, pH:7.70
2024-11-17 18:40:21, pH:7.70
2024-11-17 18:40:21, pH:7.70
2024-11-17 18:40:22, pH:7.70
2024-11-17 18:40:23, pH:7.70
2024-11-17 18:40:24, pH:7.70
2024-11-17 18:40:25, pH:7.70
2024-11-17 18:40:26, pH:7.70
2024-11-17 18:40:27, pH:7.67
2024-11-17 18:40:28, pH:7.68
2024-11-17 18:40:29, pH:7.67
2024-11-17 18:40:30, pH:7.67
2024-11-17 18:40:30, pH:7.66
2024-11-17 18:40:31, pH:7.65
2024-11-17 18:40:32, pH:7.64
2024-11-17 18:40:33, pH:7.63
2024-11-17 18:40:34, pH:7.61
2024-11-17 18:40:35, pH:7.61
2024-11-17 18:40:36, pH:7.60
2024-11-17 18:40:37, pH:7.59
2024-11-17 18:40:38, pH:7.58
2024-11-17 18:40:39, pH:7.58
2024-11-17 18:40:40, pH:7.58
2024-11-17 18:40:40, pH:7.56
2024-11-17 18:40:41, pH:7.55
2024-11-17 18:40:42, pH:7.55
2024-11-17 18:40:43, pH:7.54
2024-11-17 18:40:44, pH:7.54
2024-11-17 18:40:45, pH:7.55
2024-11-17 18:40:46, pH:7.55
2024-11-17 18:40:47, pH:7.52
2024-11-17 18:40:48, pH:6.80
2024-11-17 18:40:49, pH:6.72
2024-11-17 18:40:49, pH:6.72
2024-11-17 18:40:50, pH:6.78
2024-11-17 18:40:51, pH:6.82
2024-11-17 18:40:52, pH:6.83
2024-11-17 18:40:53, pH:6.87
2024-11-17 18:40:54, pH:6.90
2024-11-17 18:40:55, pH:6.88
2024-11-17 18:40:56, pH:6.93
2024-11-17 18:40:57, pH:6.93
2024-11-17 18:40:58, pH:6.95
2024-11-17 18:40:58, pH:6.97
2024-11-17 18:40:59, pH:6.99
2024-11-17 18:41:00, pH:6.99
2024-11-17 18:41:01, pH:7.01
2024-11-17 18:41:02, pH:7.01
2024-11-17 18:41:03, pH:7.02
2024-11-17 18:41:04, pH:7.05
2024-11-17 18:41:05, pH:7.04
2024-11-17 18:41:06, pH:7.09
2024-11-17 18:41:07, pH:7.11
2024-11-17 18:41:07, pH:7.10
2024-11-17 18:41:08, pH:7.15
2024-11-17 18:41:09, pH:7.17
2024-11-17 18:41:10, pH:7.19
2024-11-17 18:41:11, pH:7.22
2024-11-17 18:41:12, pH:7.25
2024-11-17 18:41:13, pH:7.26
2024-11-17 18:41:14, pH:7.26
2024-11-17 18:41:15, pH:7.28
2024-11-17 18:41:16, pH:7.29
2024-11-17 18:41:16, pH:7.35
2024-11-17 18:41:17, pH:7.33
2024-11-17 18:41:18, pH:7.41
2024-11-17 18:41:19, pH:7.45
2024-11-17 18:41:20, pH:7.50
2024-11-17 18:41:21, pH:7.87
2024-11-17 18:41:22, pH:7.53
2024-11-17 18:41:23, pH:7.51
2024-11-17 18:41:24, pH:7.52
2024-11-17 18:41:25, pH:7.51
2024-11-17 18:41:25, pH:7.51
2024-11-17 18:41:26, pH:7.50
2024-11-17 18:41:27, pH:7.50
2024-11-17 18:41:28, pH:7.51
2024-11-17 18:41:29, pH:7.49
2024-11-17 18:41:30, pH:7.50
2024-11-17 18:41:31, pH:7.50
2024-11-17 18:41:32, pH:7.49
2024-11-17 18:41:33, pH:7.50
2024-11-17 18:41:34, pH:7.48
2024-11-17 18:41:35, pH:7.49
2024-11-17 18:41:35, pH:7.48
2024-11-17 18:41:36, pH:7.48
2024-11-17 18:41:37, pH:7.48
2024-11-17 18:41:38, pH:7.48
2024-11-17 18:41:39, pH:7.47
2024-11-17 18:41:40, pH:7.48
2024-11-17 18:41:41, pH:7.47
2024-11-17 18:41:42, pH:7.48
2024-11-17 18:41:43, pH:7.48
2024-11-17 18:41:44, pH:7.48
2024-11-17 18:41:44, pH:7.48
2024-11-17 18:41:45, pH:7.48
2024-11-17 18:41:46, pH:7.49
2024-11-17 18:41:47, pH:7.49
2024-11-17 18:41:48, pH:7.49
2024-11-17 18:41:49, pH:7.48
2024-11-17 18:41:50, pH:7.49
2024-11-17 18:41:51, pH:7.49
2024-11-17 18:41:52, pH:7.49
2024-11-17 18:41:53, pH:7.48
2024-11-17 18:41:53, pH:7.49
2024-11-17 18:41:54, pH:7.49
2024-11-17 18:41:55, pH:7.50
2024-11-17 18:41:56, pH:7.50
2024-11-17 18:41:57, pH:7.50
2024-11-17 18:41:58, pH:7.51
2024-11-17 18:41:59, pH:7.51
2024-11-17 18:42:00, pH:7.53
2024-11-17 18:42:01, pH:7.53
2024-11-17 18:42:02, pH:7.54
2024-11-17 18:42:02, pH:7.56
2024-11-17 18:42:03, pH:7.57
2024-11-17 18:42:04, pH:7.55
2024-11-17 18:42:05, pH:7.58
2024-11-17 18:42:06, pH:7.56
2024-11-17 18:42:07, pH:7.58
2024-11-17 18:42:08, pH:7.59
2024-11-17 18:42:09, pH:7.58
2024-11-17 18:42:10, pH:7.59
2024-11-17 18:42:11, pH:7.60
2024-11-17 18:42:11, pH:7.61
2024-11-17 18:42:12, pH:7.61
2024-11-17 18:42:13, pH:7.60
2024-11-17 18:42:14, pH:7.61
2024-11-17 18:42:15, pH:7.63
2024-11-17 18:42:16, pH:7.64
2024-11-17 18:42:17, pH:7.63
2024-11-17 18:42:18, pH:7.67
2024-11-17 18:42:19, pH:7.66
2024-11-17 18:42:20, pH:7.66
2024-11-17 18:42:20, pH:7.68
2024-11-17 18:42:21, pH:7.69
2024-11-17 18:42:22, pH:7.68
2024-11-17 18:42:23, pH:7.71
2024-11-17 18:42:24, pH:7.72
2024-11-17 18:42:25, pH:7.70
2024-11-17 18:42:26, pH:7.70
2024-11-17 18:42:27, pH:7.73
2024-11-17 18:42:28, pH:7.70
2024-11-17 18:42:29, pH:7.72
2024-11-17 18:42:30, pH:7.72
2024-11-17 18:42:30, pH:7.74
2024-11-17 18:42:31, pH:7.76
2024-11-17 18:42:32, pH:7.74
2024-11-17 18:42:33, pH:7.76
2024-11-17 18:42:34, pH:7.74
2024-11-17 18:42:35, pH:7.77
2024-11-17 18:42:36, pH:7.79
2024-11-17 18:42:37, pH:7.75
2024-11-17 18:42:38, pH:7.74
2024-11-17 18:42:39, pH:7.72
2024-11-17 18:42:39, pH:7.73
2024-11-17 18:42:40, pH:7.72
2024-11-17 18:42:41, pH:7.71
2024-11-17 18:42:42, pH:7.74
2024-11-17 18:42:43, pH:7.76
2024-11-17 18:42:44, pH:7.71
2024-11-17 18:42:45, pH:7.63
2024-11-17 18:42:46, pH:7.71
2024-11-17 18:42:47, pH:7.69
2024-11-17 18:42:48, pH:7.64
2024-11-17 18:42:48, pH:7.61
2024-11-17 18:42:49, pH:7.62
2024-11-17 18:42:50, pH:7.62
2024-11-17 18:42:51, pH:7.61
2024-11-17 18:42:52, pH:7.62
2024-11-17 18:42:53, pH:7.62
2024-11-17 18:42:54, pH:7.63
2024-11-17 18:42:55, pH:7.64
2024-11-17 18:42:56, pH:7.63
2024-11-17 18:42:57, pH:7.62
2024-11-17 18:42:57, pH:7.62
2024-11-17 18:42:58, pH:7.62
2024-11-17 18:42:59, pH:7.62
2024-11-17 18:43:00, pH:7.62
2024-11-17 18:43:01, pH:7.64
2024-11-17 18:43:02, pH:7.63
2024-11-17 18:43:03, pH:7.64
2024-11-17 18:43:04, pH:7.62
2024-11-17 18:43:05, pH:7.64
2024-11-17 18:43:06, pH:7.64
2024-11-17 18:43:06, pH:7.65
2024-11-17 18:43:07, pH:7.66
2024-11-17 18:43:08, pH:7.67
2024-11-17 18:43:09, pH:7.68
2024-11-17 18:43:10, pH:7.66
2024-11-17 18:43:11, pH:7.69
2024-11-17 18:43:12, pH:7.68
2024-11-17 18:43:13, pH:7.67
2024-11-17 18:43:14, pH:7.68
2024-11-17 18:43:15, pH:7.65
2024-11-17 18:43:15, pH:7.68
2024-11-17 18:43:16, pH:7.69
2024-11-17 18:43:17, pH:7.68
2024-11-17 18:43:18, pH:7.70
2024-11-17 18:43:19, pH:7.69
2024-11-17 18:43:20, pH:7.69
2024-11-17 18:43:21, pH:7.79
2024-11-17 18:43:22, pH:7.86
2024-11-17 18:43:23, pH:7.80
2024-11-17 18:43:24, pH:7.84
2024-11-17 18:43:24, pH:7.84
2024-11-17 18:43:25, pH:7.64
2024-11-17 18:43:26, pH:7.59
2024-11-17 18:43:27, pH:7.59
2024-11-17 18:43:28, pH:7.60
2024-11-17 18:43:29, pH:7.58
2024-11-17 18:43:30, pH:7.59
2024-11-17 18:43:31, pH:7.59
2024-11-17 18:43:32, pH:7.56
2024-11-17 18:43:33, pH:7.77
2024-11-17 18:43:34, pH:7.95
2024-11-17 18:43:34, pH:7.97
2024-11-17 18:43:35, pH:7.95
2024-11-17 18:43:36, pH:7.94
2024-11-17 18:43:37, pH:7.92
2024-11-17 18:43:38, pH:7.88
2024-11-17 18:43:39, pH:7.89
2024-11-17 18:43:40, pH:7.88
2024-11-17 18:43:41, pH:7.87
2024-11-17 18:43:42, pH:7.85
2024-11-17 18:43:43, pH:7.84
2024-11-17 18:43:43, pH:7.83
2024-11-17 18:43:44, pH:7.83
2024-11-17 18:43:45, pH:7.81
2024-11-17 18:43:46, pH:7.81
2024-11-17 18:43:47, pH:7.78
2024-11-17 18:43:48, pH:7.79
2024-11-17 18:43:49, pH:7.80
2024-11-17 18:43:50, pH:7.78
2024-11-17 18:43:51, pH:7.76
2024-11-17 18:43:52, pH:7.77
2024-11-17 18:43:52, pH:7.79
2024-11-17 18:43:53, pH:7.75
2024-11-17 18:43:54, pH:7.73
2024-11-17 18:43:55, pH:7.74
2024-11-17 18:43:56, pH:7.74
2024-11-17 18:43:57, pH:7.73
2024-11-17 18:43:58, pH:7.74
2024-11-17 18:43:59, pH:7.73
2024-11-17 18:44:00, pH:7.73
2024-11-17 18:44:01, pH:7.72
2024-11-17 18:44:01, pH:7.73
2024-11-17 18:44:02, pH:7.72
2024-11-17 18:44:03, pH:7.72
2024-11-17 18:44:04, pH:7.72
2024-11-17 18:44:05, pH:7.72
2024-11-17 18:44:06, pH:7.72
2024-11-17 18:44:07, pH:7.72
2024-11-17 18:44:08, pH:7.73
2024-11-17 18:44:09, pH:7.72
2024-11-17 18:44:10, pH:7.73
2024-11-17 18:44:10, pH:7.71
2024-11-17 18:44:11, pH:7.72
2024-11-17 18:44:12, pH:7.73
2024-11-17 18:44:13, pH:7.73
2024-11-17 18:44:14, pH:7.73
2024-11-17 18:44:15, pH:7.71
2024-11-17 18:44:16, pH:7.72
2024-11-17 18:44:17, pH:7.71
2024-11-17 18:44:18, pH:7.72
2024-11-17 18:44:19, pH:7.72
2024-11-17 18:44:19, pH:7.71
2024-11-17 18:44:20, pH:7.72
2024-11-17 18:44:21, pH:7.72
2024-11-17 18:44:22, pH:7.71
2024-11-17 18:44:23, pH:7.70
2024-11-17 18:44:24, pH:7.71
2024-11-17 18:44:25, pH:7.71
2024-11-17 18:44:26, pH:7.71
2024-11-17 18:44:27, pH:7.69
2024-11-17 18:44:28, pH:7.72
2024-11-17 18:44:29, pH:7.71
2024-11-17 18:44:29, pH:7.72
2024-11-17 18:44:30, pH:7.73
2024-11-17 18:44:31, pH:7.72
2024-11-17 18:44:32, pH:7.72
2024-11-17 18:44:33, pH:7.71
2024-11-17 18:44:34, pH:7.71
2024-11-17 18:44:35, pH:7.71
2024-11-17 18:44:36, pH:7.71
2024-11-17 18:44:37, pH:7.70
2024-11-17 18:44:38, pH:7.71
2024-11-17 18:44:38, pH:7.71
2024-11-17 18:44:39, pH:7.71
2024-11-17 18:44:40, pH:7.71
2024-11-17 18:44:41, pH:7.71
2024-11-17 18:44:42, pH:7.71
2024-11-17 18:44:43, pH:7.71
2024-11-17 18:44:44, pH:7.72
2024-11-17 18:44:45, pH:7.72
2024-11-17 18:44:46, pH:7.71
2024-11-17 18:44:47, pH:7.70
2024-11-17 18:44:47, pH:7.71
2024-11-17 18:44:48, pH:7.71
2024-11-17 18:44:49, pH:7.71
2024-11-17 18:44:50, pH:7.72
2024-11-17 18:44:51, pH:7.71
2024-11-17 18:44:52, pH:7.71
2024-11-17 18:44:53, pH:7.70
2024-11-17 18:44:54, pH:7.71
2024-11-17 18:44:55, pH:7.71
2024-11-17 18:44:56, pH:7.71
2024-11-17 18:44:56, pH:7.70
2024-11-17 18:44:57, pH:7.71
2024-11-17 18:44:58, pH:7.71
2024-11-17 18:44:59, pH:7.71
2024-11-17 18:45:00, pH:7.71
2024-11-17 18:45:01, pH:7.71
2024-11-17 18:45:02, pH:7.71
2024-11-17 18:45:03, pH:7.70
2024-11-17 18:45:04, pH:7.72
2024-11-17 18:45:05, pH:7.70
2024-11-17 18:45:05, pH:7.71
2024-11-17 18:45:06, pH:7.71
2024-11-17 18:45:07, pH:7.70
2024-11-17 18:45:08, pH:7.70
2024-11-17 18:45:09, pH:7.71
2024-11-17 18:45:10, pH:7.71
2024-11-17 18:45:11, pH:7.71
2024-11-17 18:45:12, pH:7.71
2024-11-17 18:45:13, pH:7.71
2024-11-17 18:45:14, pH:7.70
2024-11-17 18:45:14, pH:7.71
2024-11-17 18:45:15, pH:7.71
2024-11-17 18:45:16, pH:7.70
2024-11-17 18:45:17, pH:7.71
2024-11-17 18:45:18, pH:7.70
2024-11-17 18:45:19, pH:7.71
2024-11-17 18:45:20, pH:7.70
2024-11-17 18:45:21, pH:7.71
2024-11-17 18:45:22, pH:7.71
2024-11-17 18:45:23, pH:7.71
2024-11-17 18:45:24, pH:7.70
2024-11-17 18:45:24, pH:7.71
2024-11-17 18:45:25, pH:7.70
2024-11-17 18:45:26, pH:7.70
2024-11-17 18:45:27, pH:7.70
2024-11-17 18:45:28, pH:7.70
2024-11-17 18:45:29, pH:7.70
2024-11-17 18:45:30, pH:7.70
2024-11-17 18:45:31, pH:7.70
2024-11-17 18:45:32, pH:7.70
2024-11-17 18:45:33, pH:7.70
2024-11-17 18:45:33, pH:7.70
2024-11-17 18:45:34, pH:7.71
2024-11-17 18:45:35, pH:7.69
2024-11-17 18:45:36, pH:7.71
2024-11-17 18:45:37, pH:7.70
2024-11-17 18:45:38, pH:7.70
2024-11-17 18:45:39, pH:7.70
2024-11-17 18:45:40, pH:7.70
2024-11-17 18:45:41, pH:7.70
2024-11-17 18:45:42, pH:7.70
2024-11-17 18:45:42, pH:7.70
2024-11-17 18:45:43, pH:7.71
2024-11-17 18:45:44, pH:7.70
2024-11-17 18:45:45, pH:7.70
2024-11-17 18:45:46, pH:7.70
2024-11-17 18:45:47, pH:7.70
2024-11-17 18:45:48, pH:7.70
2024-11-17 18:45:49, pH:7.70
2024-11-17 18:45:50, pH:7.70
2024-11-17 18:45:51, pH:7.70
2024-11-17 18:45:51, pH:7.70
2024-11-17 18:45:52, pH:7.70
2024-11-17 18:45:53, pH:7.70
2024-11-17 18:45:54, pH:7.70
2024-11-17 18:45:55, pH:7.69
2024-11-17 18:45:56, pH:7.69
2024-11-17 18:45:57, pH:7.69
